course_id,course_name,category_id,content_type,difficulty,rating,average_time,features
1172,Java Data Structures,6,Project-based,Beginner,4.0,53,"Java course covering: Concurrent programming, Best practices. Perfect for Beginner learners. Includes Text content."
1173,Java Data Structures,6,Text,Beginner,4.8,67,"Java course covering: Memory management, Object-oriented programming, Best practices, Concurrent programming. Perfect for Advanced learners. Includes Mixed content."
1174,Python Data Structures,6,Project-based,Advanced,3.7,39,"Python course covering: Object-oriented programming, Concurrent programming. Perfect for Intermediate learners. Includes Mixed content."
1175,Electron Application Architecture,5,Project-based,Intermediate,4.2,36,"Electron course covering: Event handling, System integration, UI component design, Cross-platform compatibility. Perfect for Intermediate learners. Includes Interactive content."
1176,Oracle Administration,4,Mixed,Intermediate,3.8,88,"Oracle course covering: Schema design, Backup and recovery. Perfect for Advanced learners. Includes Mixed content."
1177,Full Stack Django,1,Mixed,Advanced,4.3,69,"Django course covering: Handle API integration, Database integration, Create modern UIs. Perfect for Intermediate learners. Includes Text content."
1178,Electron GUI Development,5,Mixed,Beginner,5.0,35,"Electron course covering: UI component design, Cross-platform compatibility, Performance optimization. Perfect for Beginner learners. Includes Interactive content."
1179,Advanced Java,6,Mixed,Intermediate,3.8,37,"Java course covering: Object-oriented programming, Standard libraries, Memory management, Best practices. Perfect for Advanced learners. Includes Text content."
1180,Oracle Administration,4,Text,Advanced,4.3,54,"Oracle course covering: Data modeling, Schema design, Backup and recovery. Perfect for Beginner learners. Includes Interactive content."
1181,Full Stack Vue.js,1,Mixed,Advanced,4.4,86,"Vue.js course covering: Implement authentication, Build responsive websites, Handle API integration. Perfect for Beginner learners. Includes Text content."
1182,Full Stack Vue.js,1,Mixed,Beginner,4.4,80,"Vue.js course covering: Build responsive websites, Database integration. Perfect for Intermediate learners. Includes Video content."
1183,Rust Programming,6,Video,Intermediate,4.0,33,"Rust course covering: Memory management, Object-oriented programming. Perfect for Advanced learners. Includes Text content."
1184,Applied NLP,3,Interactive,Beginner,4.5,40,"NLP course covering: Neural network architecture, Model training, Model deployment, Data preprocessing. Perfect for Intermediate learners. Includes Interactive content."
1185,Cross-platform Flutter Development,2,Mixed,Advanced,4.6,80,"Flutter course covering: Cross-platform development, Mobile UI/UX, App store deployment, Push notifications. Perfect for Intermediate learners. Includes Project-based content."
1186,Building JavaFX Apps,5,Project-based,Beginner,4.3,63,"JavaFX course covering: UI component design, Event handling, System integration. Perfect for Beginner learners. Includes Interactive content."
1187,Backend Development with React,1,Mixed,Advanced,4.3,68,"React course covering: Implement authentication, Database integration, Create modern UIs, Build responsive websites. Perfect for Intermediate learners. Includes Interactive content."
1188,Advanced Deep Learning,3,Video,Advanced,4.4,50,"Deep Learning course covering: Hyperparameter tuning, Data preprocessing, Neural network architecture, Model training. Perfect for Intermediate learners. Includes Project-based content."
1189,Java Algorithms,6,Mixed,Beginner,3.8,76,"Java course covering: Standard libraries, Best practices, Object-oriented programming, Concurrent programming. Perfect for Advanced learners. Includes Text content."
1190,Frontend Development with Django,1,Video,Beginner,4.3,51,"Django course covering: Database integration, Create modern UIs, Implement authentication, Build responsive websites. Perfect for Beginner learners. Includes Video content."
1191,NLP in Practice,3,Text,Intermediate,4.6,20,"NLP course covering: Neural network architecture, Model deployment, Model training. Perfect for Beginner learners. Includes Project-based content."
1192,Advanced Deep Learning,3,Project-based,Advanced,4.7,34,"Deep Learning course covering: Neural network architecture, Model deployment. Perfect for Beginner learners. Includes Video content."
1193,Java Data Structures,6,Project-based,Beginner,4.4,49,"Java course covering: Best practices, Standard libraries, Memory management. Perfect for Advanced learners. Includes Text content."
1194,Electron Application Architecture,5,Mixed,Beginner,3.7,81,"Electron course covering: Event handling, Cross-platform compatibility. Perfect for Intermediate learners. Includes Text content."
1195,Cross-platform Flutter Development,2,Project-based,Intermediate,4.4,57,"Flutter course covering: Mobile UI/UX, Native features access. Perfect for Intermediate learners. Includes Project-based content."
1196,MySQL Administration,4,Project-based,Beginner,4.7,90,"MySQL course covering: Security implementation, Schema design. Perfect for Advanced learners. Includes Text content."
1197,Go Programming,6,Text,Beginner,4.7,83,"Go course covering: Concurrent programming, Standard libraries, Best practices. Perfect for Intermediate learners. Includes Project-based content."
1198,MongoDB Security,4,Video,Intermediate,4.8,77,"MongoDB course covering: Schema design, Backup and recovery, Data modeling, Query optimization. Perfect for Beginner learners. Includes Text content."
1199,Cross-platform Kotlin Development,2,Text,Beginner,4.5,97,"Kotlin course covering: App store deployment, Push notifications. Perfect for Intermediate learners. Includes Video content."
1200,Modern Flask Development,1,Video,Beginner,3.6,35,"Flask course covering: Handle API integration, Build responsive websites, Create modern UIs, Database integration. Perfect for Advanced learners. Includes Video content."
